"LOCATION","INDICATOR","SUBJECT","MEASURE","FREQUENCY","TIME","Value","Flag Codes"
"BRA","M1","TOT","IDX2015","Q","2004-Q3",34.15027,
"BRA","M1","TOT","IDX2015","Q","2004-Q4",35.04991,
"BRA","M1","TOT","IDX2015","Q","2005-Q1",36.31095,
"BRA","M1","TOT","IDX2015","Q","2005-Q2",37.45971,
"BRA","M1","TOT","IDX2015","Q","2005-Q3",38.27225,
"BRA","M1","TOT","IDX2015","Q","2005-Q4",38.79247,
"BRA","M1","TOT","IDX2015","Q","2006-Q1",40.34921,
"BRA","M1","TOT","IDX2015","Q","2006-Q2",42.10891,
"BRA","M1","TOT","IDX2015","Q","2006-Q3",44.06326,
"BRA","M1","TOT","IDX2015","Q","2006-Q4",46.57891,
"BRA","M1","TOT","IDX2015","Q","2007-Q1",48.57705,
"BRA","M1","TOT","IDX2015","Q","2007-Q2",51.27534,
"BRA","M1","TOT","IDX2015","Q","2007-Q3",54.58075,
"BRA","M1","TOT","IDX2015","Q","2007-Q4",58.45763,
"BRA","M1","TOT","IDX2015","Q","2008-Q1",60.02336,
"BRA","M1","TOT","IDX2015","Q","2008-Q2",60.11371,
"BRA","M1","TOT","IDX2015","Q","2008-Q3",60.80034,
"BRA","M1","TOT","IDX2015","Q","2008-Q4",61.38475,
"BRA","M1","TOT","IDX2015","Q","2009-Q1",61.74421,
"BRA","M1","TOT","IDX2015","Q","2009-Q2",63.39801,
"BRA","M1","TOT","IDX2015","Q","2009-Q3",65.46062,
"BRA","M1","TOT","IDX2015","Q","2009-Q4",68.05929,
"BRA","M1","TOT","IDX2015","Q","2010-Q1",71.70944,
"BRA","M1","TOT","IDX2015","Q","2010-Q2",74.57014,
"BRA","M1","TOT","IDX2015","Q","2010-Q3",77.54383,
"BRA","M1","TOT","IDX2015","Q","2010-Q4",80.14263,
"BRA","M1","TOT","IDX2015","Q","2011-Q1",81.07823,
"BRA","M1","TOT","IDX2015","Q","2011-Q2",81.09196,
"BRA","M1","TOT","IDX2015","Q","2011-Q3",81.72704,
"BRA","M1","TOT","IDX2015","Q","2011-Q4",81.65729,
"BRA","M1","TOT","IDX2015","Q","2012-Q1",82.24493,
"BRA","M1","TOT","IDX2015","Q","2012-Q2",84.43521,
"BRA","M1","TOT","IDX2015","Q","2012-Q3",87.19994,
"BRA","M1","TOT","IDX2015","Q","2012-Q4",90.02655,
"BRA","M1","TOT","IDX2015","Q","2013-Q1",92.45347,
"BRA","M1","TOT","IDX2015","Q","2013-Q2",95.11192,
"BRA","M1","TOT","IDX2015","Q","2013-Q3",97.40976,
"BRA","M1","TOT","IDX2015","Q","2013-Q4",98.24363,
"BRA","M1","TOT","IDX2015","Q","2014-Q1",100.3347,
"BRA","M1","TOT","IDX2015","Q","2014-Q2",100.06,
"BRA","M1","TOT","IDX2015","Q","2014-Q3",100.5397,
"BRA","M1","TOT","IDX2015","Q","2014-Q4",102.4315,
"BRA","M1","TOT","IDX2015","Q","2015-Q1",102.5704,
"BRA","M1","TOT","IDX2015","Q","2015-Q2",100.7169,
"BRA","M1","TOT","IDX2015","Q","2015-Q3",98.87402,
"BRA","M1","TOT","IDX2015","Q","2015-Q4",97.83865,
"BRA","M1","TOT","IDX2015","Q","2016-Q1",98.7166,
"BRA","M1","TOT","IDX2015","Q","2016-Q2",98.99166,
"BRA","M1","TOT","IDX2015","Q","2016-Q3",99.92742,
"BRA","M1","TOT","IDX2015","Q","2016-Q4",101.5312,
"BRA","M1","TOT","IDX2015","Q","2017-Q1",102.2431,
"BRA","M1","TOT","IDX2015","Q","2017-Q2",102.7992,
"BRA","M1","TOT","IDX2015","Q","2017-Q3",105.2245,
"BRA","M1","TOT","IDX2015","Q","2017-Q4",106.0249,
"BRA","M1","TOT","IDX2015","Q","2018-Q1",108.8972,
"BRA","M1","TOT","IDX2015","Q","2018-Q2",111.9993,
"BRA","M1","TOT","IDX2015","Q","2018-Q3",114.2102,
"BRA","M1","TOT","IDX2015","Q","2018-Q4",115.1589,
"BRA","M1","TOT","IDX2015","Q","2019-Q1",116.2239,
"BRA","M1","TOT","IDX2015","Q","2019-Q2",116.7763,
"BRA","M1","TOT","IDX2015","Q","2019-Q3",119.0863,
"BRA","M1","TOT","IDX2015","Q","2019-Q4",123.3636,
"BRA","M1","TOT","IDX2015","Q","2020-Q1",129.4407,
"BRA","M1","TOT","IDX2015","Q","2020-Q2",151.7938,
"BRA","M1","TOT","IDX2015","Q","2020-Q3",174.4477,
"BRA","M1","TOT","IDX2015","Q","2020-Q4",182.7123,
"BRA","M1","TOT","IDX2015","Q","2021-Q1",181.3344,
"BRA","M1","TOT","IDX2015","Q","2021-Q2",188.9843,
"BRA","M1","TOT","IDX2015","Q","2021-Q3",197.0302,
"BRA","M1","TOT","IDX2015","Q","2021-Q4",192.2677,
"BRA","M1","TOT","IDX2015","Q","2022-Q1",192.2578,
"BRA","M1","TOT","IDX2015","Q","2022-Q2",190.1823,
"BRA","M1","TOT","IDX2015","Q","2022-Q3",185.4211,
"BRA","M1","TOT","IDX2015","Q","2022-Q4",186.0297,
"BRA","M1","TOT","IDX2015","Q","2023-Q1",186.9166,
"BRA","M1","TOT","IDX2015","Q","2023-Q2",183.7859,
"CHL","M1","TOT","IDX2015","Q","1986-Q2",0.827341,
"CHL","M1","TOT","IDX2015","Q","1986-Q3",0.911173,
"CHL","M1","TOT","IDX2015","Q","1986-Q4",0.9953482,
"CHL","M1","TOT","IDX2015","Q","1987-Q1",1.05039,
"CHL","M1","TOT","IDX2015","Q","1987-Q2",1.095755,
"CHL","M1","TOT","IDX2015","Q","1987-Q3",1.160894,
"CHL","M1","TOT","IDX2015","Q","1987-Q4",1.195258,
"CHL","M1","TOT","IDX2015","Q","1988-Q1",1.318458,
"CHL","M1","TOT","IDX2015","Q","1988-Q2",1.437176,
"CHL","M1","TOT","IDX2015","Q","1988-Q3",1.630137,
"CHL","M1","TOT","IDX2015","Q","1988-Q4",1.757628,
"CHL","M1","TOT","IDX2015","Q","1989-Q1",1.786531,
"CHL","M1","TOT","IDX2015","Q","1989-Q2",1.877787,
"CHL","M1","TOT","IDX2015","Q","1989-Q3",1.974725,
"CHL","M1","TOT","IDX2015","Q","1989-Q4",2.09331,
"CHL","M1","TOT","IDX2015","Q","1990-Q1",2.099665,
"CHL","M1","TOT","IDX2015","Q","1990-Q2",2.179129,
"CHL","M1","TOT","IDX2015","Q","1990-Q3",2.286756,
"CHL","M1","TOT","IDX2015","Q","1990-Q4",2.38314,
"CHL","M1","TOT","IDX2015","Q","1991-Q1",2.836814,
"CHL","M1","TOT","IDX2015","Q","1991-Q2",3.110965,
"CHL","M1","TOT","IDX2015","Q","1991-Q3",3.24538,
"CHL","M1","TOT","IDX2015","Q","1991-Q4",3.558775,
"CHL","M1","TOT","IDX2015","Q","1992-Q1",3.943076,
"CHL","M1","TOT","IDX2015","Q","1992-Q2",4.665165,
"CHL","M1","TOT","IDX2015","Q","1992-Q3",4.655519,
"CHL","M1","TOT","IDX2015","Q","1992-Q4",4.682517,
"CHL","M1","TOT","IDX2015","Q","1993-Q1",5.062448,
"CHL","M1","TOT","IDX2015","Q","1993-Q2",5.304771,
"CHL","M1","TOT","IDX2015","Q","1993-Q3",5.437518,
"CHL","M1","TOT","IDX2015","Q","1993-Q4",5.591166,
"CHL","M1","TOT","IDX2015","Q","1994-Q1",5.908377,
"CHL","M1","TOT","IDX2015","Q","1994-Q2",6.04733,
"CHL","M1","TOT","IDX2015","Q","1994-Q3",6.399877,
"CHL","M1","TOT","IDX2015","Q","1994-Q4",6.850243,
"CHL","M1","TOT","IDX2015","Q","1995-Q1",7.197387,
"CHL","M1","TOT","IDX2015","Q","1995-Q2",7.58139,
"CHL","M1","TOT","IDX2015","Q","1995-Q3",7.887946,
"CHL","M1","TOT","IDX2015","Q","1995-Q4",8.233706,
"CHL","M1","TOT","IDX2015","Q","1996-Q1",8.548659,
"CHL","M1","TOT","IDX2015","Q","1996-Q2",8.809061,
"CHL","M1","TOT","IDX2015","Q","1996-Q3",9.141823,
"CHL","M1","TOT","IDX2015","Q","1996-Q4",9.504565,
"CHL","M1","TOT","IDX2015","Q","1997-Q1",9.762667,
"CHL","M1","TOT","IDX2015","Q","1997-Q2",10.24114,
"CHL","M1","TOT","IDX2015","Q","1997-Q3",10.85163,
"CHL","M1","TOT","IDX2015","Q","1997-Q4",11.1553,
"CHL","M1","TOT","IDX2015","Q","1998-Q1",11.12822,
"CHL","M1","TOT","IDX2015","Q","1998-Q2",11.2876,
"CHL","M1","TOT","IDX2015","Q","1998-Q3",10.91684,
"CHL","M1","TOT","IDX2015","Q","1998-Q4",10.48999,
"CHL","M1","TOT","IDX2015","Q","1999-Q1",10.72179,
"CHL","M1","TOT","IDX2015","Q","1999-Q2",11.10775,
"CHL","M1","TOT","IDX2015","Q","1999-Q3",11.54236,
"CHL","M1","TOT","IDX2015","Q","1999-Q4",12.23681,
"CHL","M1","TOT","IDX2015","Q","2000-Q1",12.43326,
"CHL","M1","TOT","IDX2015","Q","2000-Q2",12.02393,
"CHL","M1","TOT","IDX2015","Q","2000-Q3",12.33326,
"CHL","M1","TOT","IDX2015","Q","2000-Q4",12.66751,
"CHL","M1","TOT","IDX2015","Q","2001-Q1",13.06887,
"CHL","M1","TOT","IDX2015","Q","2001-Q2",14.07096,
"CHL","M1","TOT","IDX2015","Q","2001-Q3",14.48743,
"CHL","M1","TOT","IDX2015","Q","2001-Q4",14.76567,
"CHL","M1","TOT","IDX2015","Q","2002-Q1",15.14451,
"CHL","M1","TOT","IDX2015","Q","2002-Q2",15.49628,
"CHL","M1","TOT","IDX2015","Q","2002-Q3",16.42698,
"CHL","M1","TOT","IDX2015","Q","2002-Q4",17.28061,
"CHL","M1","TOT","IDX2015","Q","2003-Q1",18.2747,
"CHL","M1","TOT","IDX2015","Q","2003-Q2",19.41533,
"CHL","M1","TOT","IDX2015","Q","2003-Q3",19.20617,
"CHL","M1","TOT","IDX2015","Q","2003-Q4",19.80652,
"CHL","M1","TOT","IDX2015","Q","2004-Q1",21.13424,
"CHL","M1","TOT","IDX2015","Q","2004-Q2",22.36956,
"CHL","M1","TOT","IDX2015","Q","2004-Q3",23.97879,
"CHL","M1","TOT","IDX2015","Q","2004-Q4",25.35743,
"CHL","M1","TOT","IDX2015","Q","2005-Q1",25.78401,
"CHL","M1","TOT","IDX2015","Q","2005-Q2",26.27976,
"CHL","M1","TOT","IDX2015","Q","2005-Q3",26.73812,
"CHL","M1","TOT","IDX2015","Q","2005-Q4",27.35997,
"CHL","M1","TOT","IDX2015","Q","2006-Q1",28.36412,
"CHL","M1","TOT","IDX2015","Q","2006-Q2",29.14659,
"CHL","M1","TOT","IDX2015","Q","2006-Q3",30.18912,
"CHL","M1","TOT","IDX2015","Q","2006-Q4",31.02098,
"CHL","M1","TOT","IDX2015","Q","2007-Q1",32.85793,
"CHL","M1","TOT","IDX2015","Q","2007-Q2",34.23862,
"CHL","M1","TOT","IDX2015","Q","2007-Q3",35.66816,
"CHL","M1","TOT","IDX2015","Q","2007-Q4",37.03862,
"CHL","M1","TOT","IDX2015","Q","2008-Q1",38.31878,
"CHL","M1","TOT","IDX2015","Q","2008-Q2",39.13334,
"CHL","M1","TOT","IDX2015","Q","2008-Q3",39.25644,
"CHL","M1","TOT","IDX2015","Q","2008-Q4",40.46331,
"CHL","M1","TOT","IDX2015","Q","2009-Q1",40.35331,
"CHL","M1","TOT","IDX2015","Q","2009-Q2",42.35919,
"CHL","M1","TOT","IDX2015","Q","2009-Q3",45.60228,
"CHL","M1","TOT","IDX2015","Q","2009-Q4",48.53158,
"CHL","M1","TOT","IDX2015","Q","2010-Q1",52.29037,
"CHL","M1","TOT","IDX2015","Q","2010-Q2",56.02794,
"CHL","M1","TOT","IDX2015","Q","2010-Q3",59.04863,
"CHL","M1","TOT","IDX2015","Q","2010-Q4",60.49042,
"CHL","M1","TOT","IDX2015","Q","2011-Q1",61.45881,
"CHL","M1","TOT","IDX2015","Q","2011-Q2",62.52649,
"CHL","M1","TOT","IDX2015","Q","2011-Q3",63.99353,
"CHL","M1","TOT","IDX2015","Q","2011-Q4",66.30163,
"CHL","M1","TOT","IDX2015","Q","2012-Q1",67.98907,
"CHL","M1","TOT","IDX2015","Q","2012-Q2",70.03693,
"CHL","M1","TOT","IDX2015","Q","2012-Q3",70.57739,
"CHL","M1","TOT","IDX2015","Q","2012-Q4",72.25882,
"CHL","M1","TOT","IDX2015","Q","2013-Q1",75.0209,
"CHL","M1","TOT","IDX2015","Q","2013-Q2",77.12778,
"CHL","M1","TOT","IDX2015","Q","2013-Q3",80.38049,
"CHL","M1","TOT","IDX2015","Q","2013-Q4",81.48745,
"CHL","M1","TOT","IDX2015","Q","2014-Q1",83.86154,
"CHL","M1","TOT","IDX2015","Q","2014-Q2",86.66197,
"CHL","M1","TOT","IDX2015","Q","2014-Q3",88.81499,
"CHL","M1","TOT","IDX2015","Q","2014-Q4",92.28236,
"CHL","M1","TOT","IDX2015","Q","2015-Q1",95.68301,
"CHL","M1","TOT","IDX2015","Q","2015-Q2",98.19804,
"CHL","M1","TOT","IDX2015","Q","2015-Q3",102.0741,
"CHL","M1","TOT","IDX2015","Q","2015-Q4",104.0448,
"CHL","M1","TOT","IDX2015","Q","2016-Q1",106.9968,
"CHL","M1","TOT","IDX2015","Q","2016-Q2",105.3771,
"CHL","M1","TOT","IDX2015","Q","2016-Q3",105.6643,
"CHL","M1","TOT","IDX2015","Q","2016-Q4",107.9646,
"CHL","M1","TOT","IDX2015","Q","2017-Q1",110.5792,
"CHL","M1","TOT","IDX2015","Q","2017-Q2",114.1789,
"CHL","M1","TOT","IDX2015","Q","2017-Q3",116.5834,
"CHL","M1","TOT","IDX2015","Q","2017-Q4",119.5835,
"CHL","M1","TOT","IDX2015","Q","2018-Q1",122.531,
"CHL","M1","TOT","IDX2015","Q","2018-Q2",126.4107,
"CHL","M1","TOT","IDX2015","Q","2018-Q3",130.2182,
"CHL","M1","TOT","IDX2015","Q","2018-Q4",132.6848,
"CHL","M1","TOT","IDX2015","Q","2019-Q1",133.3663,
"CHL","M1","TOT","IDX2015","Q","2019-Q2",138.4845,
"CHL","M1","TOT","IDX2015","Q","2019-Q3",143.6149,
"CHL","M1","TOT","IDX2015","Q","2019-Q4",154.324,
"CHL","M1","TOT","IDX2015","Q","2020-Q1",161.7075,
"CHL","M1","TOT","IDX2015","Q","2020-Q2",184.7781,
"CHL","M1","TOT","IDX2015","Q","2020-Q3",215.493,
"CHL","M1","TOT","IDX2015","Q","2020-Q4",239.6057,
"CHL","M1","TOT","IDX2015","Q","2021-Q1",258.9891,
"CHL","M1","TOT","IDX2015","Q","2021-Q2",281.6622,
"CHL","M1","TOT","IDX2015","Q","2021-Q3",308.5806,
"CHL","M1","TOT","IDX2015","Q","2021-Q4",305.0652,
"CHL","M1","TOT","IDX2015","Q","2022-Q1",287.423,
"CHL","M1","TOT","IDX2015","Q","2022-Q2",265.2378,
"CHL","M1","TOT","IDX2015","Q","2022-Q3",241.281,
"CHL","M1","TOT","IDX2015","Q","2022-Q4",223.2533,
"CHL","M1","TOT","IDX2015","Q","2023-Q1",215.5634,
"CHL","M1","TOT","IDX2015","Q","2023-Q2",214.4488,
"CHN","M1","TOT","IDX2015","Q","1990-Q2",1.659891,
"CHN","M1","TOT","IDX2015","Q","1990-Q3",1.757411,
"CHN","M1","TOT","IDX2015","Q","1990-Q4",1.873814,
"CHN","M1","TOT","IDX2015","Q","1991-Q1",1.985911,
"CHN","M1","TOT","IDX2015","Q","1991-Q2",2.078292,
"CHN","M1","TOT","IDX2015","Q","1991-Q3",2.21397,
"CHN","M1","TOT","IDX2015","Q","1991-Q4",2.332443,
"CHN","M1","TOT","IDX2015","Q","1992-Q1",2.489513,
"CHN","M1","TOT","IDX2015","Q","1992-Q2",2.73119,
"CHN","M1","TOT","IDX2015","Q","1992-Q3",2.935674,
"CHN","M1","TOT","IDX2015","Q","1992-Q4",3.157086,
"CHN","M1","TOT","IDX2015","Q","1993-Q1",3.847244,
"CHN","M1","TOT","IDX2015","Q","1993-Q2",4.174049,
"CHN","M1","TOT","IDX2015","Q","1993-Q3",4.087317,
"CHN","M1","TOT","IDX2015","Q","1993-Q4",4.374152,
"CHN","M1","TOT","IDX2015","Q","1994-Q1",4.621281,
"CHN","M1","TOT","IDX2015","Q","1994-Q2",4.991147,
"CHN","M1","TOT","IDX2015","Q","1994-Q3",5.307352,
"CHN","M1","TOT","IDX2015","Q","1994-Q4",5.568329,
"CHN","M1","TOT","IDX2015","Q","1995-Q1",5.888381,
"CHN","M1","TOT","IDX2015","Q","1995-Q2",6.094817,
"CHN","M1","TOT","IDX2015","Q","1995-Q3",6.309977,
"CHN","M1","TOT","IDX2015","Q","1995-Q4",6.526554,
"CHN","M1","TOT","IDX2015","Q","1996-Q1",6.713978,
"CHN","M1","TOT","IDX2015","Q","1996-Q2",6.988554,
"CHN","M1","TOT","IDX2015","Q","1996-Q3",7.373736,
"CHN","M1","TOT","IDX2015","Q","1996-Q4",7.747115,
"CHN","M1","TOT","IDX2015","Q","1997-Q1",8.245975,
"CHN","M1","TOT","IDX2015","Q","1997-Q2",8.79491,
"CHN","M1","TOT","IDX2015","Q","1997-Q3",9.084964,
"CHN","M1","TOT","IDX2015","Q","1997-Q4",9.471738,
"CHN","M1","TOT","IDX2015","Q","1998-Q1",9.330029,
"CHN","M1","TOT","IDX2015","Q","1998-Q2",9.608925,
"CHN","M1","TOT","IDX2015","Q","1998-Q3",10.21889,
"CHN","M1","TOT","IDX2015","Q","1998-Q4",10.63813,
"CHN","M1","TOT","IDX2015","Q","1999-Q1",10.80008,
"CHN","M1","TOT","IDX2015","Q","1999-Q2",10.89398,
"CHN","M1","TOT","IDX2015","Q","1999-Q3",11.27567,
"CHN","M1","TOT","IDX2015","Q","1999-Q4",11.96404,
"CHN","M1","TOT","IDX2015","Q","2000-Q1",12.67499,
"CHN","M1","TOT","IDX2015","Q","2000-Q2",13.25301,
"CHN","M1","TOT","IDX2015","Q","2000-Q3",13.75468,
"CHN","M1","TOT","IDX2015","Q","2000-Q4",14.164,
"CHN","M1","TOT","IDX2015","Q","2001-Q1",14.769,
"CHN","M1","TOT","IDX2015","Q","2001-Q2",15.1815,
"CHN","M1","TOT","IDX2015","Q","2001-Q3",15.54493,
"CHN","M1","TOT","IDX2015","Q","2001-Q4",15.92583,
"CHN","M1","TOT","IDX2015","Q","2002-Q1",16.67472,
"CHN","M1","TOT","IDX2015","Q","2002-Q2",17.34845,
"CHN","M1","TOT","IDX2015","Q","2002-Q3",18.16733,
"CHN","M1","TOT","IDX2015","Q","2002-Q4",19.01074,
"CHN","M1","TOT","IDX2015","Q","2003-Q1",19.76774,
"CHN","M1","TOT","IDX2015","Q","2003-Q2",20.61921,
"CHN","M1","TOT","IDX2015","Q","2003-Q3",21.68505,
"CHN","M1","TOT","IDX2015","Q","2003-Q4",22.6232,
"CHN","M1","TOT","IDX2015","Q","2004-Q1",23.40548,
"CHN","M1","TOT","IDX2015","Q","2004-Q2",24.55946,
"CHN","M1","TOT","IDX2015","Q","2004-Q3",25.07259,
"CHN","M1","TOT","IDX2015","Q","2004-Q4",25.7462,
"CHN","M1","TOT","IDX2015","Q","2005-Q1",26.45704,
"CHN","M1","TOT","IDX2015","Q","2005-Q2",27.16145,
"CHN","M1","TOT","IDX2015","Q","2005-Q3",27.90239,
"CHN","M1","TOT","IDX2015","Q","2005-Q4",28.87507,
"CHN","M1","TOT","IDX2015","Q","2006-Q1",29.5821,
"CHN","M1","TOT","IDX2015","Q","2006-Q2",30.76293,
"CHN","M1","TOT","IDX2015","Q","2006-Q3",32.1235,
"CHN","M1","TOT","IDX2015","Q","2006-Q4",33.69294,
"CHN","M1","TOT","IDX2015","Q","2007-Q1",35.4566,
"CHN","M1","TOT","IDX2015","Q","2007-Q2",36.85173,
"CHN","M1","TOT","IDX2015","Q","2007-Q3",39.05425,
"CHN","M1","TOT","IDX2015","Q","2007-Q4",41.11378,
"CHN","M1","TOT","IDX2015","Q","2008-Q1",42.46696,
"CHN","M1","TOT","IDX2015","Q","2008-Q2",43.18106,
"CHN","M1","TOT","IDX2015","Q","2008-Q3",43.80576,
"CHN","M1","TOT","IDX2015","Q","2008-Q4",44.53348,
"CHN","M1","TOT","IDX2015","Q","2009-Q1",46.79396,
"CHN","M1","TOT","IDX2015","Q","2009-Q2",51.2527,
"CHN","M1","TOT","IDX2015","Q","2009-Q3",55.75746,
"CHN","M1","TOT","IDX2015","Q","2009-Q4",59.06375,
"CHN","M1","TOT","IDX2015","Q","2010-Q1",63.12457,
"CHN","M1","TOT","IDX2015","Q","2010-Q2",66.19739,
"CHN","M1","TOT","IDX2015","Q","2010-Q3",68.48277,
"CHN","M1","TOT","IDX2015","Q","2010-Q4",71.84073,
"CHN","M1","TOT","IDX2015","Q","2011-Q1",73.18372,
"CHN","M1","TOT","IDX2015","Q","2011-Q2",75.64774,
"CHN","M1","TOT","IDX2015","Q","2011-Q3",76.90257,
"CHN","M1","TOT","IDX2015","Q","2011-Q4",78.17051,
"CHN","M1","TOT","IDX2015","Q","2012-Q1",76.53394,
"CHN","M1","TOT","IDX2015","Q","2012-Q2",78.50646,
"CHN","M1","TOT","IDX2015","Q","2012-Q3",80.84439,
"CHN","M1","TOT","IDX2015","Q","2012-Q4",82.91334,
"CHN","M1","TOT","IDX2015","Q","2013-Q1",85.11285,
"CHN","M1","TOT","IDX2015","Q","2013-Q2",87.43297,
"CHN","M1","TOT","IDX2015","Q","2013-Q3",88.46568,
"CHN","M1","TOT","IDX2015","Q","2013-Q4",90.4469,
"CHN","M1","TOT","IDX2015","Q","2014-Q1",89.50279,
"CHN","M1","TOT","IDX2015","Q","2014-Q2",92.96957,
"CHN","M1","TOT","IDX2015","Q","2014-Q3",93.93233,
"CHN","M1","TOT","IDX2015","Q","2014-Q4",93.50726,
"CHN","M1","TOT","IDX2015","Q","2015-Q1",95.20915,
"CHN","M1","TOT","IDX2015","Q","2015-Q2",96.86857,
"CHN","M1","TOT","IDX2015","Q","2015-Q3",101.1234,
"CHN","M1","TOT","IDX2015","Q","2015-Q4",106.7989,
"CHN","M1","TOT","IDX2015","Q","2016-Q1",112.6529,
"CHN","M1","TOT","IDX2015","Q","2016-Q2",119.6233,
"CHN","M1","TOT","IDX2015","Q","2016-Q3",126.3085,
"CHN","M1","TOT","IDX2015","Q","2016-Q4",131.4303,
"CHN","M1","TOT","IDX2015","Q","2017-Q1",133.8134,
"CHN","M1","TOT","IDX2015","Q","2017-Q2",140.5779,
"CHN","M1","TOT","IDX2015","Q","2017-Q3",144.5955,
"CHN","M1","TOT","IDX2015","Q","2017-Q4",148.2105,
"CHN","M1","TOT","IDX2015","Q","2018-Q1",148.4984,
"CHN","M1","TOT","IDX2015","Q","2018-Q2",149.9873,
"CHN","M1","TOT","IDX2015","Q","2018-Q3",151.4371,
"CHN","M1","TOT","IDX2015","Q","2018-Q4",151.5948,
"COL","M1","TOT","IDX2015","Q","1982-Q2",0.2906608,
"COL","M1","TOT","IDX2015","Q","1982-Q3",0.3072602,
"COL","M1","TOT","IDX2015","Q","1982-Q4",0.3141649,
"COL","M1","TOT","IDX2015","Q","1983-Q1",0.3249766,
"COL","M1","TOT","IDX2015","Q","1983-Q2",0.3386813,
"COL","M1","TOT","IDX2015","Q","1983-Q3",0.3578615,
"COL","M1","TOT","IDX2015","Q","1983-Q4",0.3871,
"COL","M1","TOT","IDX2015","Q","1984-Q1",0.3989114,
"COL","M1","TOT","IDX2015","Q","1984-Q2",0.415006,
"COL","M1","TOT","IDX2015","Q","1984-Q3",0.4439655,
"COL","M1","TOT","IDX2015","Q","1984-Q4",0.4682496,
"COL","M1","TOT","IDX2015","Q","1985-Q1",0.4894247,
"COL","M1","TOT","IDX2015","Q","1985-Q2",0.508673,
"COL","M1","TOT","IDX2015","Q","1985-Q3",0.5445632,
"COL","M1","TOT","IDX2015","Q","1985-Q4",0.5934497,
"COL","M1","TOT","IDX2015","Q","1986-Q1",0.647223,
"COL","M1","TOT","IDX2015","Q","1986-Q2",0.6946782,
"COL","M1","TOT","IDX2015","Q","1986-Q3",0.7407306,
"COL","M1","TOT","IDX2015","Q","1986-Q4",0.7712111,
"COL","M1","TOT","IDX2015","Q","1987-Q1",0.8181898,
"COL","M1","TOT","IDX2015","Q","1987-Q2",0.8872365,
"COL","M1","TOT","IDX2015","Q","1987-Q3",0.9500336,
"COL","M1","TOT","IDX2015","Q","1987-Q4",1.008346,
"COL","M1","TOT","IDX2015","Q","1988-Q1",1.075554,
"COL","M1","TOT","IDX2015","Q","1988-Q2",1.121655,
"COL","M1","TOT","IDX2015","Q","1988-Q3",1.188135,
"COL","M1","TOT","IDX2015","Q","1988-Q4",1.281477,
"COL","M1","TOT","IDX2015","Q","1989-Q1",1.329563,
"COL","M1","TOT","IDX2015","Q","1989-Q2",1.418257,
"COL","M1","TOT","IDX2015","Q","1989-Q3",1.511978,
"COL","M1","TOT","IDX2015","Q","1989-Q4",1.595634,
"COL","M1","TOT","IDX2015","Q","1990-Q1",1.718332,
"COL","M1","TOT","IDX2015","Q","1990-Q2",1.818992,
"COL","M1","TOT","IDX2015","Q","1990-Q3",1.931323,
"COL","M1","TOT","IDX2015","Q","1990-Q4",2.048935,
"COL","M1","TOT","IDX2015","Q","1991-Q1",2.136978,
"COL","M1","TOT","IDX2015","Q","1991-Q2",2.279605,
"COL","M1","TOT","IDX2015","Q","1991-Q3",2.417763,
"COL","M1","TOT","IDX2015","Q","1991-Q4",2.676576,
"COL","M1","TOT","IDX2015","Q","1992-Q1",2.8153,
"COL","M1","TOT","IDX2015","Q","1992-Q2",3.213333,
"COL","M1","TOT","IDX2015","Q","1992-Q3",3.410711,
"COL","M1","TOT","IDX2015","Q","1992-Q4",3.6458,
"COL","M1","TOT","IDX2015","Q","1993-Q1",3.865268,
"COL","M1","TOT","IDX2015","Q","1993-Q2",4.217259,
"COL","M1","TOT","IDX2015","Q","1993-Q3",4.571865,
"COL","M1","TOT","IDX2015","Q","1993-Q4",4.874432,
"COL","M1","TOT","IDX2015","Q","1994-Q1",5.219586,
"COL","M1","TOT","IDX2015","Q","1994-Q2",5.583626,
"COL","M1","TOT","IDX2015","Q","1994-Q3",6.024243,
"COL","M1","TOT","IDX2015","Q","1994-Q4",6.312468,
"COL","M1","TOT","IDX2015","Q","1995-Q1",6.33267,
"COL","M1","TOT","IDX2015","Q","1995-Q2",6.59696,
"COL","M1","TOT","IDX2015","Q","1995-Q3",6.93201,
"COL","M1","TOT","IDX2015","Q","1995-Q4",7.225997,
"COL","M1","TOT","IDX2015","Q","1996-Q1",7.380974,
"COL","M1","TOT","IDX2015","Q","1996-Q2",7.630099,
"COL","M1","TOT","IDX2015","Q","1996-Q3",7.746199,
"COL","M1","TOT","IDX2015","Q","1996-Q4",8.14679,
"COL","M1","TOT","IDX2015","Q","1997-Q1",8.466767,
"COL","M1","TOT","IDX2015","Q","1997-Q2",9.178607,
"COL","M1","TOT","IDX2015","Q","1997-Q3",9.510623,
"COL","M1","TOT","IDX2015","Q","1997-Q4",10.12097,
"COL","M1","TOT","IDX2015","Q","1998-Q1",10.07512,
"COL","M1","TOT","IDX2015","Q","1998-Q2",9.922321,
"COL","M1","TOT","IDX2015","Q","1998-Q3",9.770549,
"COL","M1","TOT","IDX2015","Q","1998-Q4",9.812872,
"COL","M1","TOT","IDX2015","Q","1999-Q1",9.877417,
"COL","M1","TOT","IDX2015","Q","1999-Q2",10.12713,
"COL","M1","TOT","IDX2015","Q","1999-Q3",10.6615,
"COL","M1","TOT","IDX2015","Q","1999-Q4",11.03061,
"COL","M1","TOT","IDX2015","Q","2000-Q1",12.69808,
