peri;mes;codipart;detapart;importe;mza;naci;importe_hoy
2007;2;30;Resultado Economico con Remesas;21.36;0.282123;0.282123;7996.39
2007;2;29;Otras Erogaciones Corrientes;0.13;0.282123;0.282123;48.67
2007;2;28;Otras Transferencias;26.94;0.282123;0.282123;10085.33
2007;2;27;Municipios;52.84;0.282123;0.282123;19781.32
2007;2;26;Transferencias a Municipios y Otros;79.78;0.282123;0.282123;29866.65
2007;2;25;Intereses y Gastos de la Deuda;36.44;0.282123;0.282123;13641.78
2007;2;24;Otros Servicios;12.40;0.282123;0.282123;4642.10
2007;2;23;Bienes Corrientes;5.87;0.282123;0.282123;2197.51
2007;2;22;Locaciones de Servicio;4.39;0.282123;0.282123;1643.45
2007;2;21;Personal;137.91;0.282123;0.282123;51628.35
2007;2;20;Erogaciones Corrientes;276.92;0.282123;0.282123;103668.51
2007;2;19;Aportes no Reintegrables;7.24;0.282123;0.282123;2710.39
2007;2;18;Coparticipacion Vial;0.89;0.282123;0.282123;333.18
2007;2;17;Ley 25.053 Fdo. Nac. de Incentivo Docente;4.47;0.282123;0.282123;1673.40
2007;2;16;Regimenes Especiales Nacionales s/Financ. Educativo;18.24;0.282123;0.282123;6828.37
2007;2;15;Coparticipacion Federal + Financ. Educativo;105.15;0.282123;0.282123;39364.23
2007;2;14;De Origen Nacional;135.99;0.282123;0.282123;50909.58
2007;2;13;Otros no Tributarios;8.02;0.282123;0.282123;3002.39
2007;2;12;Remesas del Instituto de Juegos y Casino;6.09;0.282123;0.282123;2279.87
2007;2;11;Tasas Retributivas de Servicios;5.87;0.282123;0.282123;2197.51
2007;2;10;Regalias;46.84;0.282123;0.282123;17535.15
2007;2;9;No Tributarios;66.82;0.282123;0.282123;25014.91
2007;2;8;Otros Tributarios;0.43;0.282123;0.282123;160.98
2007;2;7;Sellos y Tasas de Justicia;10.11;0.282123;0.282123;3784.81
2007;2;6;Inmobiliario;3.77;0.282123;0.282123;1411.35
2007;2;5;Automotor;24.72;0.282123;0.282123;9254.24
2007;2;4;Ingresos Brutos;56.44;0.282123;0.282123;21129.03
2007;2;3;Tributarios;95.47;0.282123;0.282123;35740.40
2007;2;2;De Origen Provincial;162.29;0.282123;0.282123;60755.32
2007;2;1;Recursos Corrientes;298.28;0.282123;0.282123;111664.89
2007;3;55;Resultado Operativo - Amortizacion de la D Consolidada;5.32;0.283439;0.283439;1982.36
2007;3;54;Amortizacion de la Deuda Consolidada;19.48;0.283439;0.283439;7258.73
2007;3;53;IX. Resultado Operativo (VIII-IX);24.80;0.283439;0.283439;9241.09
2007;3;52;VIII. Egresos Totales (II+V+VI+VII);326.64;0.283439;0.283439;121714.07
2007;3;51;VII. Ingresos Totales (I+IV);351.44;0.283439;0.283439;130955.15
2007;3;50;Otros;0.00;0.283439;0.283439;0.00
2007;3;49;Compra de Acciones, Titulos, Valores, Otros;0.00;0.283439;0.283439;0.00
2007;3;48;Prestamos;0.00;0.283439;0.283439;0.00
2007;3;47;Inversion Financiera;0.00;0.283439;0.283439;0.00
2007;3;46;al Sector Privado;0.00;0.283439;0.283439;0.00
2007;3;45;al Sector Publico+Remesas al IPV;11.51;0.283439;0.283439;4288.91
2007;3;44;Transferencias para financiar Erogaciones de Capital;11.51;0.283439;0.283439;4288.91
2007;3;43;Trabajos Publicos;26.42;0.283439;0.283439;9844.74
2007;3;42;Bienes de Capital;1.87;0.283439;0.283439;696.81
2007;3;41;VI. Erogaciones de Capital;39.80;0.283439;0.283439;14830.46
2007;3;40;Resto Otros Recursos de Capital;0.02;0.283439;0.283439;7.45
2007;3;39;Fondo Residual;1.10;0.283439;0.283439;409.89
2007;3;38;Venta de Acciones;0.00;0.283439;0.283439;0.00
2007;3;37;Otros Recursos de Capital;1.12;0.283439;0.283439;417.34
2007;3;36;Reembolsos de Prestamos;5.04;0.283439;0.283439;1878.03
2007;3;35;Reembolsos de Obras Publicas;0.00;0.283439;0.283439;0.00
2007;3;34;V. Recursos de Capital;6.16;0.283439;0.283439;2295.37
2007;3;33;IV.Resultado Economico Neto de Remesas;58.44;0.283439;0.283439;21776.18
2007;3;32;Remesas EMT;0.00;0.283439;0.283439;0.00
2007;3;31;Remesas ATM;0.00;0.283439;0.283439;0.00
2007;3;30;Resultado Economico con Remesas;58.44;0.283439;0.283439;21776.18
2007;3;29;Otras Erogaciones Corrientes;0.13;0.283439;0.283439;48.44
2007;3;28;Otras Transferencias;51.05;0.283439;0.283439;19022.48
2007;3;27;Municipios;47.97;0.283439;0.283439;17874.80
2007;3;26;Transferencias a Municipios y Otros;99.02;0.283439;0.283439;36897.28
2007;3;25;Intereses y Gastos de la Deuda;4.42;0.283439;0.283439;1647.00
2007;3;24;Otros Servicios;20.22;0.283439;0.283439;7534.47
2007;3;23;Bienes Corrientes;11.00;0.283439;0.283439;4098.87
2007;3;22;Locaciones de Servicio;4.63;0.283439;0.283439;1725.25
2007;3;21;Personal;147.42;0.283439;0.283439;54932.30
2007;3;20;Erogaciones Corrientes;286.84;0.283439;0.283439;106883.61
2007;3;19;Aportes no Reintegrables;7.45;0.283439;0.283439;2776.05
2007;3;18;Coparticipacion Vial;1.32;0.283439;0.283439;491.86
2007;3;17;Ley 25.053 Fdo. Nac. de Incentivo Docente;4.58;0.283439;0.283439;1706.62
2007;3;16;Regimenes Especiales Nacionales s/Financ. Educativo;20.90;0.283439;0.283439;7787.85
2007;3;15;Coparticipacion Federal + Financ. Educativo;128.53;0.283439;0.283439;47893.43
2007;3;14;De Origen Nacional;162.78;0.283439;0.283439;60655.82
2007;3;13;Otros no Tributarios;9.00;0.283439;0.283439;3353.62
2007;3;12;Remesas del Instituto de Juegos y Casino;6.32;0.283439;0.283439;2354.99
2007;3;11;Tasas Retributivas de Servicios;5.79;0.283439;0.283439;2157.50
2007;3;10;Regalias;42.21;0.283439;0.283439;15728.48
2007;3;9;No Tributarios;63.32;0.283439;0.283439;23594.58
2007;3;8;Otros Tributarios;0.63;0.283439;0.283439;234.75
2007;3;7;Sellos y Tasas de Justicia;11.25;0.283439;0.283439;4192.03
2007;3;6;Inmobiliario;33.03;0.283439;0.283439;12307.79
2007;3;5;Automotor;8.64;0.283439;0.283439;3219.48
2007;3;4;Ingresos Brutos;65.63;0.283439;0.283439;24455.35
2007;3;3;Tributarios;119.18;0.283439;0.283439;44409.39
2007;3;2;De Origen Provincial;182.50;0.283439;0.283439;68003.97
2007;3;1;Recursos Corrientes;345.28;0.283439;0.283439;128659.79
2007;4;55;Resultado Operativo - Amortizacion de la D Consolidada;-51.67;0.285340;0.285340;-19125.24
2007;4;54;Amortizacion de la Deuda Consolidada;20.18;0.285340;0.285340;7469.47
2007;4;53;IX. Resultado Operativo (VIII-IX);-31.49;0.285340;0.285340;-11655.77
2007;4;52;VIII. Egresos Totales (II+V+VI+VII);305.39;0.285340;0.285340;113037.66
2007;4;51;VII. Ingresos Totales (I+IV);273.90;0.285340;0.285340;101381.89
2007;4;50;Otros;0.00;0.285340;0.285340;0.00
2007;4;49;Compra de Acciones, Titulos, Valores, Otros;0.00;0.285340;0.285340;0.00
2007;4;48;Prestamos;0.00;0.285340;0.285340;0.00
2007;4;47;Inversion Financiera;0.00;0.285340;0.285340;0.00
2007;4;46;al Sector Privado;0.19;0.285340;0.285340;70.33
2007;4;45;al Sector Publico+Remesas al IPV;13.07;0.285340;0.285340;4837.76
2007;4;44;Transferencias para financiar Erogaciones de Capital;13.26;0.285340;0.285340;4908.08
2007;4;43;Trabajos Publicos;25.20;0.285340;0.285340;9327.58
2007;4;42;Bienes de Capital;1.01;0.285340;0.285340;373.84
2007;4;41;VI. Erogaciones de Capital;39.47;0.285340;0.285340;14609.50
2007;4;40;Resto Otros Recursos de Capital;0.01;0.285340;0.285340;3.70
2007;4;39;Fondo Residual;0.96;0.285340;0.285340;355.34
2007;4;38;Venta de Acciones;0.00;0.285340;0.285340;0.00
2007;4;37;Otros Recursos de Capital;0.97;0.285340;0.285340;359.04
2007;4;36;Reembolsos de Prestamos;1.56;0.285340;0.285340;577.42
2007;4;35;Reembolsos de Obras Publicas;0.00;0.285340;0.285340;0.00
2007;4;34;V. Recursos de Capital;2.53;0.285340;0.285340;936.46
2007;4;33;IV.Resultado Economico Neto de Remesas;5.45;0.285340;0.285340;2017.27
2007;4;32;Remesas EMT;0.00;0.285340;0.285340;0.00
2007;4;31;Remesas ATM;0.00;0.285340;0.285340;0.00
2007;4;30;Resultado Economico con Remesas;5.45;0.285340;0.285340;2017.27
2007;4;29;Otras Erogaciones Corrientes;0.13;0.285340;0.285340;48.12
2007;4;28;Otras Transferencias;27.78;0.285340;0.285340;10282.54
2007;4;27;Municipios;37.82;0.285340;0.285340;13998.77
2007;4;26;Transferencias a Municipios y Otros;65.60;0.285340;0.285340;24281.31
2007;4;25;Intereses y Gastos de la Deuda;5.65;0.285340;0.285340;2091.30
2007;4;24;Otros Servicios;17.85;0.285340;0.285340;6607.03
2007;4;23;Bienes Corrientes;7.97;0.285340;0.285340;2950.03
2007;4;22;Locaciones de Servicio;5.34;0.285340;0.285340;1976.56
2007;4;21;Personal;163.38;0.285340;0.285340;60473.80
2007;4;20;Erogaciones Corrientes;265.92;0.285340;0.285340;98428.16
2007;4;19;Aportes no Reintegrables;6.70;0.285340;0.285340;2479.95
2007;4;18;Coparticipacion Vial;0.00;0.285340;0.285340;0.00
2007;4;17;Ley 25.053 Fdo. Nac. de Incentivo Docente;4.58;0.285340;0.285340;1695.25
2007;4;16;Regimenes Especiales Nacionales s/Financ. Educativo;17.68;0.285340;0.285340;6544.11
2007;4;15;Coparticipacion Federal + Financ. Educativo;110.01;0.285340;0.285340;40719.32
2007;4;14;De Origen Nacional;138.97;0.285340;0.285340;51438.63
2007;4;13;Otros no Tributarios;4.85;0.285340;0.285340;1795.19
2007;4;12;Remesas del Instituto de Juegos y Casino;7.15;0.285340;0.285340;2646.52
2007;4;11;Tasas Retributivas de Servicios;5.48;0.285340;0.285340;2028.38
2007;4;10;Regalias;44.33;0.285340;0.285340;16408.39
2007;4;9;No Tributarios;61.81;0.285340;0.285340;22878.48
2007;4;8;Otros Tributarios;0.20;0.285340;0.285340;74.03
2007;4;7;Sellos y Tasas de Justicia;9.16;0.285340;0.285340;3390.50
2007;4;6;Inmobiliario;4.40;0.285340;0.285340;1628.62
2007;4;5;Automotor;9.74;0.285340;0.285340;3605.18
2007;4;4;Ingresos Brutos;47.09;0.285340;0.285340;17429.99
2007;4;3;Tributarios;70.59;0.285340;0.285340;26128.32
2007;4;2;De Origen Provincial;132.40;0.285340;0.285340;49006.80
2007;4;1;Recursos Corrientes;271.37;0.285340;0.285340;100445.43
2007;5;55;Resultado Operativo - Amortizacion de la D Consolidada;50.28;0.287476;0.287476;18472.46
2007;5;54;Amortizacion de la Deuda Consolidada;18.35;0.287476;0.287476;6741.64
2007;5;53;IX. Resultado Operativo (VIII-IX);68.63;0.287476;0.287476;25214.10
2007;5;52;VIII. Egresos Totales (II+V+VI+VII);361.05;0.287476;0.287476;132646.80
2007;5;51;VII. Ingresos Totales (I+IV);429.68;0.287476;0.287476;157860.89
2007;5;50;Otros;0.00;0.287476;0.287476;0.00
2007;5;49;Compra de Acciones, Titulos, Valores, Otros;0.00;0.287476;0.287476;0.00
2007;5;48;Prestamos;4.90;0.287476;0.287476;1800.22
2007;5;47;Inversion Financiera;4.90;0.287476;0.287476;1800.22
2007;5;46;al Sector Privado;0.00;0.287476;0.287476;0.00
2007;5;45;al Sector Publico+Remesas al IPV;18.80;0.287476;0.287476;6906.97
2007;5;44;Transferencias para financiar Erogaciones de Capital;18.80;0.287476;0.287476;6906.97
2007;5;43;Trabajos Publicos;30.45;0.287476;0.287476;11187.08
2007;5;42;Bienes de Capital;6.22;0.287476;0.287476;2285.18
2007;5;41;VI. Erogaciones de Capital;60.37;0.287476;0.287476;22179.44
2007;5;40;Resto Otros Recursos de Capital;0.02;0.287476;0.287476;7.35
2007;5;39;Fondo Residual;2.16;0.287476;0.287476;793.57
2007;5;38;Venta de Acciones;0.00;0.287476;0.287476;0.00
2007;5;37;Otros Recursos de Capital;2.18;0.287476;0.287476;800.91
2007;5;36;Reembolsos de Prestamos;0.07;0.287476;0.287476;25.72
2007;5;35;Reembolsos de Obras Publicas;0.00;0.287476;0.287476;0.00
2007;5;34;V. Recursos de Capital;2.25;0.287476;0.287476;826.63
2007;5;33;IV.Resultado Economico Neto de Remesas;126.75;0.287476;0.287476;46566.91
2007;5;32;Remesas EMT;0.00;0.287476;0.287476;0.00
2007;5;31;Remesas ATM;0.00;0.287476;0.287476;0.00
2007;5;30;Resultado Economico con Remesas;126.75;0.287476;0.287476;46566.91
2007;5;29;Otras Erogaciones Corrientes;0.13;0.287476;0.287476;47.76
2007;5;28;Otras Transferencias;45.87;0.287476;0.287476;16852.26
2007;5;27;Municipios;54.76;0.287476;0.287476;20118.37
2007;5;26;Transferencias a Municipios y Otros;100.63;0.287476;0.287476;36970.63
2007;5;25;Intereses y Gastos de la Deuda;5.00;0.287476;0.287476;1836.96
2007;5;24;Otros Servicios;19.16;0.287476;0.287476;7039.23
2007;5;23;Bienes Corrientes;10.53;0.287476;0.287476;3868.64
2007;5;22;Locaciones de Servicio;5.31;0.287476;0.287476;1950.85
2007;5;21;Personal;159.92;0.287476;0.287476;58753.29
2007;5;20;Erogaciones Corrientes;300.68;0.287476;0.287476;110467.36
2007;5;19;Aportes no Reintegrables;8.52;0.287476;0.287476;3130.18
2007;5;18;Coparticipacion Vial;1.43;0.287476;0.287476;525.37
2007;5;17;Ley 25.053 Fdo. Nac. de Incentivo Docente;0.00;0.287476;0.287476;0.00
2007;5;16;Regimenes Especiales Nacionales s/Financ. Educativo;42.08;0.287476;0.287476;15459.85
2007;5;15;Coparticipacion Federal + Financ. Educativo;195.99;0.287476;0.287476;72005.11
2007;5;14;De Origen Nacional;248.02;0.287476;0.287476;91120.51
2007;5;13;Otros no Tributarios;8.16;0.287476;0.287476;2997.92
2007;5;12;Remesas del Instituto de Juegos y Casino;4.16;0.287476;0.287476;1528.35
2007;5;11;Tasas Retributivas de Servicios;7.93;0.287476;0.287476;2913.42
2007;5;10;Regalias;45.71;0.287476;0.287476;16793.48
2007;5;9;No Tributarios;65.96;0.287476;0.287476;24233.16
2007;5;8;Otros Tributarios;0.56;0.287476;0.287476;205.74
2007;5;7;Sellos y Tasas de Justicia;11.57;0.287476;0.287476;4250.72
2007;5;6;Inmobiliario;12.65;0.287476;0.287476;4647.51
2007;5;5;Automotor;11.25;0.287476;0.287476;4133.16
2007;5;4;Ingresos Brutos;77.42;0.287476;0.287476;28443.47
2007;5;3;Tributarios;113.45;0.287476;0.287476;41680.60
2007;5;2;De Origen Provincial;179.41;0.287476;0.287476;65913.76
2007;5;1;Recursos Corrientes;427.43;0.287476;0.287476;157034.26
2007;6;55;Resultado Operativo - Amortizacion de la D Consolidada;5728.28;0.288865;0.288865;2094403.35
2007;6;54;Amortizacion de la Deuda Consolidada;29.04;0.288865;0.288865;10617.75
2007;6;53;IX. Resultado Operativo (VIII-IX);5757.32;0.288865;0.288865;2105021.11
2007;6;52;VIII. Egresos Totales (II+V+VI+VII);424.04;0.288865;0.288865;155039.70
2007;6;51;VII. Ingresos Totales (I+IV);6181.36;0.288865;0.288865;2260060.81
2007;6;50;Otros;0.00;0.288865;0.288865;0.00
2007;6;49;Compra de Acciones, Titulos, Valores, Otros;25.00;0.288865;0.288865;9140.63
2007;6;48;Prestamos;2.18;0.288865;0.288865;797.06
2007;6;47;Inversion Financiera;27.18;0.288865;0.288865;9937.69
2007;6;46;al Sector Privado;0.00;0.288865;0.288865;0.00
2007;6;45;al Sector Publico+Remesas al IPV;10.63;0.288865;0.288865;3886.60
2007;6;44;Transferencias para financiar Erogaciones de Capital;10.63;0.288865;0.288865;3886.60
2007;6;43;Trabajos Publicos;25.79;0.288865;0.288865;9429.47
2007;6;42;Bienes de Capital;4.49;0.288865;0.288865;1641.66
2007;6;41;VI. Erogaciones de Capital;68.09;0.288865;0.288865;24895.42
2007;6;40;Resto Otros Recursos de Capital;0.12;0.288865;0.288865;43.88
2007;6;39;Fondo Residual;1.35;0.288865;0.288865;493.59
2007;6;38;Venta de Acciones;0.00;0.288865;0.288865;0.00
2007;6;37;Otros Recursos de Capital;1.47;0.288865;0.288865;537.47
2007;6;36;Reembolsos de Prestamos;0.62;0.288865;0.288865;226.69
2007;6;35;Reembolsos de Obras Publicas;0.00;0.288865;0.288865;0.00
2007;6;34;V. Recursos de Capital;2.09;0.288865;0.288865;764.16
2007;6;33;IV.Resultado Economico Neto de Remesas;5823.32;0.288865;0.288865;2129152.37
2007;6;32;Remesas EMT;0.00;0.288865;0.288865;0.00
2007;6;31;Remesas ATM;0.00;0.288865;0.288865;0.00
2007;6;30;Resultado Economico con Remesas;5823.32;0.288865;0.288865;2129152.37
2007;6;29;Otras Erogaciones Corrientes;0.12;0.288865;0.288865;43.88
2007;6;28;Otras Transferencias;33.27;0.288865;0.288865;12164.35
2007;6;27;Municipios;48.85;0.288865;0.288865;17860.79
2007;6;26;Transferencias a Municipios y Otros;82.12;0.288865;0.288865;30025.14
2007;6;25;Intereses y Gastos de la Deuda;7.45;0.288865;0.288865;2723.91
2007;6;24;Otros Servicios;22.17;0.288865;0.288865;8105.91
2007;6;23;Bienes Corrientes;13.31;0.288865;0.288865;4866.47
2007;6;22;Locaciones de Servicio;4.66;0.288865;0.288865;1703.81
2007;6;21;Personal;226.12;0.288865;0.288865;82675.16
2007;6;20;Erogaciones Corrientes;355.95;0.288865;0.288865;130144.28
2007;6;19;Aportes no Reintegrables;25.89;0.288865;0.288865;9466.04
2007;6;18;Coparticipacion Vial;1.45;0.288865;0.288865;530.16
2007;6;17;Ley 25.053 Fdo. Nac. de Incentivo Docente;9.17;0.288865;0.288865;3352.78
2007;6;16;Regimenes Especiales Nacionales s/Financ. Educativo;38.91;0.288865;0.288865;14226.48
2007;6;15;Coparticipacion Federal + Financ. Educativo;169.26;0.288865;0.288865;61885.72
2007;6;14;De Origen Nacional;244.68;0.288865;0.288865;89461.17
2007;6;13;Otros no Tributarios;5770.95;0.288865;0.288865;2110004.58
2007;6;12;Remesas del Instituto de Juegos y Casino;11.42;0.288865;0.288865;4175.44
2007;6;11;Tasas Retributivas de Servicios;5.26;0.288865;0.288865;1923.19
2007;6;10;Regalias;48.56;0.288865;0.288865;17754.76
2007;6;9;No Tributarios;5836.19;0.288865;0.288865;2133857.97
2007;6;8;Otros Tributarios;0.52;0.288865;0.288865;190.13
2007;6;7;Sellos y Tasas de Justicia;11.24;0.288865;0.288865;4109.63
2007;6;6;Inmobiliario;5.72;0.288865;0.288865;2091.38
2007;6;5;Automotor;13.76;0.288865;0.288865;5031.00
2007;6;4;Ingresos Brutos;67.16;0.288865;0.288865;24555.39
2007;6;3;Tributarios;98.40;0.288865;0.288865;35977.52
2007;6;2;De Origen Provincial;180.81;0.288865;0.288865;66108.69
2007;6;1;Recursos Corrientes;555.12;0.288865;0.288865;202965.84
2007;7;55;Resultado Operativo - Amortizacion de la D Consolidada;-7585.93;0.290123;0.290123;-2761580.34
2007;7;54;Amortizacion de la Deuda Consolidada;20.14;0.290123;0.290123;7331.76
2007;7;53;IX. Resultado Operativo (VIII-IX);-7565.79;0.290123;0.290123;-2754248.58
2007;7;52;VIII. Egresos Totales (II+V+VI+VII);346.51;0.290123;0.290123;126143.43
2007;7;51;VII. Ingresos Totales (I+IV);-7219.28;0.290123;0.290123;-2628105.15
2007;7;50;Otros;0.00;0.290123;0.290123;0.00
2007;7;49;Compra de Acciones, Titulos, Valores, Otros;0.00;0.290123;0.290123;0.00
2007;7;48;Prestamos;2.62;0.290123;0.290123;953.78
2007;7;47;Inversion Financiera;2.62;0.290123;0.290123;953.78
2007;7;46;al Sector Privado;0.00;0.290123;0.290123;0.00
2007;7;45;al Sector Publico+Remesas al IPV;14.24;0.290123;0.290123;5183.93
2007;7;44;Transferencias para financiar Erogaciones de Capital;14.24;0.290123;0.290123;5183.93
2007;7;43;Trabajos Publicos;35.36;0.290123;0.290123;12872.45
2007;7;42;Bienes de Capital;8.20;0.290123;0.290123;2985.13
2007;7;41;VI. Erogaciones de Capital;60.42;0.290123;0.290123;21995.28
2007;7;40;Resto Otros Recursos de Capital;0.01;0.290123;0.290123;3.64
2007;7;39;Fondo Residual;0.73;0.290123;0.290123;265.75
2007;7;38;Venta de Acciones;0.00;0.290123;0.290123;0.00
2007;7;37;Otros Recursos de Capital;0.74;0.290123;0.290123;269.39
2007;7;36;Reembolsos de Prestamos;4.33;0.290123;0.290123;1576.29
2007;7;35;Reembolsos de Obras Publicas;0.00;0.290123;0.290123;0.00
2007;7;34;V. Recursos de Capital;5.07;0.290123;0.290123;1845.68
2007;7;33;IV.Resultado Economico Neto de Remesas;-7510.44;0.290123;0.290123;-2734098.97
2007;7;32;Remesas EMT;0.00;0.290123;0.290123;0.00
2007;7;31;Remesas ATM;0.00;0.290123;0.290123;0.00
2007;7;30;Resultado Economico con Remesas;-7510.44;0.290123;0.290123;-2734098.97
2007;7;29;Otras Erogaciones Corrientes;0.14;0.290123;0.290123;50.97
2007;7;28;Otras Transferencias;34.09;0.290123;0.290123;12410.12
2007;7;27;Municipios;44.19;0.290123;0.290123;16086.92
2007;7;26;Transferencias a Municipios y Otros;78.28;0.290123;0.290123;28497.03
2007;7;25;Intereses y Gastos de la Deuda;7.55;0.290123;0.290123;2748.50
2007;7;24;Otros Servicios;21.37;0.290123;0.290123;7779.53
2007;7;23;Bienes Corrientes;12.24;0.290123;0.290123;4455.85
